concept	property	prop_count	pos_tag	is_only_adj
aerobics	physical	686	[('physical', 'JJ')]	True
tax	technical	122	[('technical', 'JJ')]	True
photo	personal	635	[('personal', 'JJ')]	True
picnic	regular	82	[('regular', 'JJ')]	True
document	electronic	281	[('electronic', 'JJ')]	True
cardiomyocyte	normal	79	[('normal', 'JJ')]	True
gender	categorical	19	[('categorical', 'JJ')]	True
investor	external	443	[('external', 'JJ')]	True
san francisco	american	86	[('american', 'JJ')]	True
aluminum	typical	82	[('typical', 'JJ')]	True
research paper	complex	256	[('complex', 'JJ')]	True
manganese	heavy	207	[('heavy', 'JJ')]	True
employment	potential	99	[('potential', 'JJ')]	True
accounts receivable	functional	143	[('functional', 'JJ')]	True
health care	national	122	[('national', 'JJ')]	True
router	personal	635	[('personal', 'JJ')]	True
bonding	suitable	205	[('suitable', 'JJ')]	True
drosophila	genetic	42	[('genetic', 'JJ')]	True
pet dander	unwanted	45	[('unwanted', 'JJ')]	True
reading	good	61	[('good', 'JJ')]	True
snack	loose	68	[('loose', 'JJ')]	True
limestone	natural	709	[('natural', 'JJ')]	True
whirlpool	recreational	163	[('recreational', 'JJ')]	True
rope	natural	709	[('natural', 'JJ')]	True
raisin	healthy	115	[('healthy', 'JJ')]	True
cds	optical	72	[('optical', 'JJ')]	True
spelt	unusual	32	[('unusual', 'JJ')]	True
turkey	avian	14	[('avian', 'JJ')]	True
tcp	upper	21	[('upper', 'JJ')]	True
drinking alcohol	unhealthy	32	[('unhealthy', 'JJ')]	True
public art	pedestrian	12	[('pedestrian', 'JJ')]	True
experience	personal	635	[('personal', 'JJ')]	True
asteroid	small	653	[('small', 'JJ')]	True
hail	natural	709	[('natural', 'JJ')]	True
lancet	medical	456	[('medical', 'JJ')]	True
dentist	medical	456	[('medical', 'JJ')]	True
university	educational	56	[('educational', 'JJ')]	True
shea butter	organic	355	[('organic', 'JJ')]	True
school	social	388	[('social', 'JJ')]	True
raw vegetable	nutritious	21	[('nutritious', 'JJ')]	True
fastener	mechanical	187	[('mechanical', 'JJ')]	True
social pressure	external	443	[('external', 'JJ')]	True
projector	physical	686	[('physical', 'JJ')]	True
destination	basic	667	[('basic', 'JJ')]	True
asbestos	valuable	127	[('valuable', 'JJ')]	True
teddy bear	transitional	15	[('transitional', 'JJ')]	True
temperature	influential	23	[('influential', 'JJ')]	True
salmonella	dangerous	53	[('dangerous', 'JJ')]	True
space	limited	34	[('limited', 'JJ')]	True
bold	basic	667	[('basic', 'JJ')]	True
living will	legal	102	[('legal', 'JJ')]	True
insolvency	negative	109	[('negative', 'JJ')]	True
typing	practical	121	[('practical', 'JJ')]	True
confidentiality	legal	102	[('legal', 'JJ')]	True
web browsing	interactive	57	[('interactive', 'JJ')]	True
polyvinyl pyrrolidone	water-soluble	10	[('water-soluble', 'JJ')]	True
concrete	rigid	25	[('rigid', 'JJ')]	True
pause	basic	667	[('basic', 'JJ')]	True
unhealthy diet	poor	47	[('poor', 'JJ')]	True
global warming	serious	276	[('serious', 'JJ')]	True
hinduism	oriental	5	[('oriental', 'JJ')]	True
hulk	popular	467	[('popular', 'JJ')]	True
proliferation	cellular	81	[('cellular', 'JJ')]	True
toothpaste	small	653	[('small', 'JJ')]	True
network	social	388	[('social', 'JJ')]	True
escherichia coli	complex	256	[('complex', 'JJ')]	True
amyotrophic lateral sclerosis	human neurological	5	[('human', 'JJ'), ('neurological', 'JJ')]	True
recovery	advanced	233	[('advanced', 'JJ')]	True
x rays	modern	309	[('modern', 'JJ')]	True
new york times	popular	467	[('popular', 'JJ')]	True
particle board	composite	23	[('composite', 'JJ')]	True
transportation	basic	667	[('basic', 'JJ')]	True
carpet	porous	73	[('porous', 'JJ')]	True
exception	advanced	233	[('advanced', 'JJ')]	True
television	sedentary	8	[('sedentary', 'JJ')]	True
repeatability	classical	92	[('classical', 'JJ')]	True
oscilloscope	electronic	281	[('electronic', 'JJ')]	True
independence day	federal	114	[('federal', 'JJ')]	True
file transfer	popular	467	[('popular', 'JJ')]	True
neomycin	oral	110	[('oral', 'JJ')]	True
moisture	atmospheric	41	[('atmospheric', 'JJ')]	True
osce	regional	56	[('regional', 'JJ')]	True
wave	natural	709	[('natural', 'JJ')]	True
turnip	eastern	40	[('eastern', 'JJ')]	True
trumpet	musical	86	[('musical', 'JJ')]	True
oven	domestic	82	[('domestic', 'JJ')]	True
toronto	urban	75	[('urban', 'JJ')]	True
st john s wort	common	802	[('common', 'JJ')]	True
paste	solid	124	[('solid', 'JJ')]	True
chelsea	strong	145	[('strong', 'JJ')]	True
communication	essential	297	[('essential', 'JJ')]	True
wall	visual	96	[('visual', 'JJ')]	True
baby monitor	electronic	281	[('electronic', 'JJ')]	True
macy's	national	122	[('national', 'JJ')]	True
inflammatory bowel disease	pathological	80	[('pathological', 'JJ')]	True
textbook	ancillary	99	[('ancillary', 'JJ')]	True
sun exposure	external	443	[('external', 'JJ')]	True
water	limited	34	[('limited', 'JJ')]	True
size	organizational	46	[('organizational', 'JJ')]	True
squat	big	266	[('big', 'JJ')]	True
wetland	critical	172	[('critical', 'JJ')]	True
environment	global	202	[('global', 'JJ')]	True
pdas	portable electronic	43	[('portable', 'JJ'), ('electronic', 'JJ')]	True
london	expensive	62	[('expensive', 'JJ')]	True
guide wire	medical	456	[('medical', 'JJ')]	True
magnetic	physical	686	[('physical', 'JJ')]	True
plant height	agronomic	22	[('agronomic', 'JJ')]	True
dvds	instructional	22	[('instructional', 'JJ')]	True
metal	classical	92	[('classical', 'JJ')]	True
neuroblastoma	solid	124	[('solid', 'JJ')]	True
nitric acid	strong	145	[('strong', 'JJ')]	True
american diabetes association	national	122	[('national', 'JJ')]	True
porsche	european	108	[('european', 'JJ')]	True
bayesian network	graphical	34	[('graphical', 'JJ')]	True
police	essential	297	[('essential', 'JJ')]	True
cell proliferation	biological	197	[('biological', 'JJ')]	True
diary	great	178	[('great', 'JJ')]	True
accelerometer	implantable	11	[('implantable', 'JJ')]	True
naples	italian	28	[('italian', 'JJ')]	True
chlorobenzene	aromatic	59	[('aromatic', 'JJ')]	True
sandal	comfortable	14	[('comfortable', 'JJ')]	True
generator	electromagnetic	13	[('electromagnetic', 'JJ')]	True
solar panel	renewable	60	[('renewable', 'JJ')]	True
wood chip	natural	709	[('natural', 'JJ')]	True
ageism	social	388	[('social', 'JJ')]	True
austria	federal	114	[('federal', 'JJ')]	True
worm	small	653	[('small', 'JJ')]	True
party	formal	60	[('formal', 'JJ')]	True
neutrino	neutral	42	[('neutral', 'JJ')]	True
fertility	therapeutic	70	[('therapeutic', 'JJ')]	True
melting temperature	physical	686	[('physical', 'JJ')]	True
share	productive	10	[('productive', 'JJ')]	True
oat bran	soluble	36	[('soluble', 'JJ')]	True
injury	physical	686	[('physical', 'JJ')]	True
cellulases	hydrolytic	15	[('hydrolytic', 'JJ')]	True
mica	hydrous	7	[('hydrous', 'JJ')]	True
registration fee	administrative	93	[('administrative', 'JJ')]	True
soil	stable	15	[('stable', 'JJ')]	True
nausea	severe	151	[('severe', 'JJ')]	True
bbc	western	106	[('western', 'JJ')]	True
epilepsy	neurological	68	[('neurological', 'JJ')]	True
motor	large	852	[('large', 'JJ')]	True
textile	movable	11	[('movable', 'JJ')]	True
golf	good	61	[('good', 'JJ')]	True
patent	proprietary	14	[('proprietary', 'JJ')]	True
bathing	personal	635	[('personal', 'JJ')]	True
pain	non economic	5	[('non', 'JJ'), ('economic', 'JJ')]	True
depression	secondary	180	[('secondary', 'JJ')]	True
icon	graphical	34	[('graphical', 'JJ')]	True
weight watchers	commercial	172	[('commercial', 'JJ')]	True
leopard	big	266	[('big', 'JJ')]	True
gun control	social	388	[('social', 'JJ')]	True
standard deviation	optional	126	[('optional', 'JJ')]	True
cane	assistive	15	[('assistive', 'JJ')]	True
hamburg	large	852	[('large', 'JJ')]	True
huffington post	international	277	[('international', 'JJ')]	True
chlorhexidine	topical	63	[('topical', 'JJ')]	True
limited liability company	legal	102	[('legal', 'JJ')]	True
quadriceps	large	852	[('large', 'JJ')]	True
polysulfone	synthetic	126	[('synthetic', 'JJ')]	True
keratin	fibrous	31	[('fibrous', 'JJ')]	True
game night	social	388	[('social', 'JJ')]	True
biofeedback	psychological	106	[('psychological', 'JJ')]	True
debit card	magnetic	31	[('magnetic', 'JJ')]	True
corticosteroid	systemic	124	[('systemic', 'JJ')]	True
ultrasonography	medical	456	[('medical', 'JJ')]	True
oil	heavy	207	[('heavy', 'JJ')]	True
number	basic	667	[('basic', 'JJ')]	True
factor analysis	statistical	99	[('statistical', 'JJ')]	True
cleaner	common	802	[('common', 'JJ')]	True
13 c	stable	15	[('stable', 'JJ')]	True
monitor	physical	686	[('physical', 'JJ')]	True
fema	federal	114	[('federal', 'JJ')]	True
glove	physical	686	[('physical', 'JJ')]	True
voltage	essential	297	[('essential', 'JJ')]	True
pancreatitis	medical	456	[('medical', 'JJ')]	True
oleic acid	unsaturated	28	[('unsaturated', 'JJ')]	True
gypsum board	rigid	25	[('rigid', 'JJ')]	True
budgeting	administrative	93	[('administrative', 'JJ')]	True
cocoa	traditional	682	[('traditional', 'JJ')]	True
plateau	physical	686	[('physical', 'JJ')]	True
lily	seasonal	75	[('seasonal', 'JJ')]	True
warranty	intangible	43	[('intangible', 'JJ')]	True
sausage	hot	59	[('hot', 'JJ')]	True
oxygen	physical	686	[('physical', 'JJ')]	True
straw	local	332	[('local', 'JJ')]	True
social	contextual	50	[('contextual', 'JJ')]	True
inductance	unwanted	45	[('unwanted', 'JJ')]	True
address	detailed	63	[('detailed', 'JJ')]	True
social withdrawal	negative	109	[('negative', 'JJ')]	True
entertainment	personal	635	[('personal', 'JJ')]	True
blame	negative	109	[('negative', 'JJ')]	True
business	local	332	[('local', 'JJ')]	True
hypnosis	psychological	106	[('psychological', 'JJ')]	True
wav	common	802	[('common', 'JJ')]	True
bridge	critical	172	[('critical', 'JJ')]	True
lymph node	hematopoietic	13	[('hematopoietic', 'JJ')]	True
coagulation	physical	686	[('physical', 'JJ')]	True
toefl	english	18	[('english', 'JJ')]	True
foundation	institutional	48	[('institutional', 'JJ')]	True
college	international	277	[('international', 'JJ')]	True
cell growth	cellular	81	[('cellular', 'JJ')]	True
coca cola	popular	467	[('popular', 'JJ')]	True
bookmark	promotional	68	[('promotional', 'JJ')]	True
adhesive	suitable	205	[('suitable', 'JJ')]	True
radiation	local	332	[('local', 'JJ')]	True
portable media player	optional	126	[('optional', 'JJ')]	True
retailing	commercial	172	[('commercial', 'JJ')]	True
cyclophosphamide	differenttherapeuticapproacheswithcommonimmunotherapeutic	5	[('differenttherapeuticapproacheswithcommonimmunotherapeutic', 'JJ')]	True
burger	unhealthy	32	[('unhealthy', 'JJ')]	True
remifentanil	anesthetic	11	[('anesthetic', 'JJ')]	True
construction material	myriad industrial	5	[('myriad', 'JJ'), ('industrial', 'JJ')]	True
nursing home	institutional	48	[('institutional', 'JJ')]	True
wisdom	spiritual	27	[('spiritual', 'JJ')]	True
play	social	388	[('social', 'JJ')]	True
bean	common	802	[('common', 'JJ')]	True
school supply	basic	667	[('basic', 'JJ')]	True
gasoline	complex	256	[('complex', 'JJ')]	True
podiatrist	medical	456	[('medical', 'JJ')]	True
histogram	graphical	34	[('graphical', 'JJ')]	True
dust	objectionable	8	[('objectionable', 'JJ')]	True
zambia	southern	60	[('southern', 'JJ')]	True
moisture	tropical	70	[('tropical', 'JJ')]	True
vegetable	high	125	[('high', 'JJ')]	True
apple	consumable	67	[('consumable', 'JJ')]	True
preparation	administrative	93	[('administrative', 'JJ')]	True
clothe	physical	686	[('physical', 'JJ')]	True
scanner	optical	72	[('optical', 'JJ')]	True
vegetation	local	332	[('local', 'JJ')]	True
lab coat	personal	635	[('personal', 'JJ')]	True
warren buffett	legendary	13	[('legendary', 'JJ')]	True
phd	academic	69	[('academic', 'JJ')]	True
cloth	valuable	127	[('valuable', 'JJ')]	True
allergy	critical	172	[('critical', 'JJ')]	True
adjective	grammatical	5	[('grammatical', 'JJ')]	True
aripiprazole	atypical	19	[('atypical', 'JJ')]	True
vitamin	dietary	96	[('dietary', 'JJ')]	True
simpsons	popular	467	[('popular', 'JJ')]	True
flow	environmental	592	[('environmental', 'JJ')]	True
confidentiality	ethical	26	[('ethical', 'JJ')]	True
computer	electrical	163	[('electrical', 'JJ')]	True
parsley	common	802	[('common', 'JJ')]	True
thrombosis	serious	276	[('serious', 'JJ')]	True
scanner	external	443	[('external', 'JJ')]	True
pamphlet	combustible	79	[('combustible', 'JJ')]	True
rheem	famous	126	[('famous', 'JJ')]	True
number	mathematical	54	[('mathematical', 'JJ')]	True
mammal	complex	256	[('complex', 'JJ')]	True
mp3	illegal	24	[('illegal', 'JJ')]	True
weakness	initial	18	[('initial', 'JJ')]	True
drug use	addictive	19	[('addictive', 'JJ')]	True
footwear	extrinsic	42	[('extrinsic', 'JJ')]	True
brightness	optical	72	[('optical', 'JJ')]	True
anorexia	serious	276	[('serious', 'JJ')]	True
development	complex	256	[('complex', 'JJ')]	True
speed	global	202	[('global', 'JJ')]	True
iucn	international	277	[('international', 'JJ')]	True
clonidine	central	37	[('central', 'JJ')]	True
oatmeal	complex	256	[('complex', 'JJ')]	True
tetracycline	systemic	124	[('systemic', 'JJ')]	True
phobia	emotional	38	[('emotional', 'JJ')]	True
infection	pathophysiological	17	[('pathophysiological', 'JJ')]	True
government	social	388	[('social', 'JJ')]	True
physical therapy	conservative	33	[('conservative', 'JJ')]	True
description	basic	667	[('basic', 'JJ')]	True
opera	musical	86	[('musical', 'JJ')]	True
conservation	global	202	[('global', 'JJ')]	True
chlorpromazine	original	52	[('original', 'JJ')]	True
employee	third	74	[('third', 'JJ')]	True
microscope	common medical	14	[('common', 'JJ'), ('medical', 'JJ')]	True
chlorophyll content	physiological	81	[('physiological', 'JJ')]	True
usb	external	443	[('external', 'JJ')]	True
aluminum	composite	23	[('composite', 'JJ')]	True
naphthalene	aromatic	59	[('aromatic', 'JJ')]	True
chapter 13	negative	109	[('negative', 'JJ')]	True
drinking	natural	709	[('natural', 'JJ')]	True
acid reflux	medical	456	[('medical', 'JJ')]	True
pink	traditional	682	[('traditional', 'JJ')]	True
oak	common	802	[('common', 'JJ')]	True
dielectric	electrical	163	[('electrical', 'JJ')]	True
calendula	natural	709	[('natural', 'JJ')]	True
electricity	natural	709	[('natural', 'JJ')]	True
manicure	personal	635	[('personal', 'JJ')]	True
earthworm	small	653	[('small', 'JJ')]	True
vcrs	optional	126	[('optional', 'JJ')]	True
touch	mechanical	187	[('mechanical', 'JJ')]	True
dipyridamole	pharmacological	36	[('pharmacological', 'JJ')]	True
art	positive	70	[('positive', 'JJ')]	True
watching tv	sedentary	8	[('sedentary', 'JJ')]	True
counseling	clinical	183	[('clinical', 'JJ')]	True
cranberry	true	8	[('true', 'JJ')]	True
refractive index	basic	667	[('basic', 'JJ')]	True
folic acid	dietary	96	[('dietary', 'JJ')]	True
free speech	british	32	[('british', 'JJ')]	True
desktop computer	critical	172	[('critical', 'JJ')]	True
tingling	neurological	68	[('neurological', 'JJ')]	True
force	physical	686	[('physical', 'JJ')]	True
wind speed	atmospheric	41	[('atmospheric', 'JJ')]	True
new delhi	indian	58	[('indian', 'JJ')]	True
volcanic eruption	environmental	592	[('environmental', 'JJ')]	True
laser	advanced	233	[('advanced', 'JJ')]	True
virginia	southern	60	[('southern', 'JJ')]	True
love	good	61	[('good', 'JJ')]	True
aspect	fundamental	87	[('fundamental', 'JJ')]	True
heating	electrical	163	[('electrical', 'JJ')]	True
firewood	solid	124	[('solid', 'JJ')]	True
lactoferrin	antimicrobial	33	[('antimicrobial', 'JJ')]	True
gluten	common	802	[('common', 'JJ')]	True
warren buffett	successful	38	[('successful', 'JJ')]	True
brick	natural	709	[('natural', 'JJ')]	True
candy	traditional	682	[('traditional', 'JJ')]	True
pectin	fermentable	7	[('fermentable', 'JJ')]	True
irradiation	physical	686	[('physical', 'JJ')]	True
air conditioner	modern	309	[('modern', 'JJ')]	True
uranium	heavy	207	[('heavy', 'JJ')]	True
life insurance company	financial	212	[('financial', 'JJ')]	True
diabetes mellitus	pathophysiological	17	[('pathophysiological', 'JJ')]	True
bereavement	emotional	38	[('emotional', 'JJ')]	True
ascorbic acid	dietary	96	[('dietary', 'JJ')]	True
address	variable	52	[('variable', 'JJ')]	True
water	physiological	81	[('physiological', 'JJ')]	True
sulfur dioxide	gaseous	27	[('gaseous', 'JJ')]	True
propanol	aliphatic	53	[('aliphatic', 'JJ')]	True
preservative	auxiliary	74	[('auxiliary', 'JJ')]	True
nitrile	sensitive	195	[('sensitive', 'JJ')]	True
meat	animal-based	5	[('animal-based', 'JJ')]	True
optimism	psychological	106	[('psychological', 'JJ')]	True
ammonia	nitrogenous	9	[('nitrogenous', 'JJ')]	True
wind farm	renewable	60	[('renewable', 'JJ')]	True
road	secondary	180	[('secondary', 'JJ')]	True
itv	english	18	[('english', 'JJ')]	True
guar gum	natural	709	[('natural', 'JJ')]	True
propionic acid	volatile	92	[('volatile', 'JJ')]	True
shadow	visual	96	[('visual', 'JJ')]	True
webmd	reputable	10	[('reputable', 'JJ')]	True
oil	aggressive	32	[('aggressive', 'JJ')]	True
textbook	instructional	22	[('instructional', 'JJ')]	True
coal	natural	709	[('natural', 'JJ')]	True
brushed nickel	popular	467	[('popular', 'JJ')]	True
project management	secondary	180	[('secondary', 'JJ')]	True
forgiveness	emotional	38	[('emotional', 'JJ')]	True
mobile phone	loose	68	[('loose', 'JJ')]	True
exercise	healthy	115	[('healthy', 'JJ')]	True
quiz	traditional	682	[('traditional', 'JJ')]	True
procter	large	852	[('large', 'JJ')]	True
enron	large	852	[('large', 'JJ')]	True
paper towel	common	802	[('common', 'JJ')]	True
mulching	agronomic	22	[('agronomic', 'JJ')]	True
food service	auxiliary	74	[('auxiliary', 'JJ')]	True
wine	tough	22	[('tough', 'JJ')]	True
dichloromethane	organic	355	[('organic', 'JJ')]	True
fabric	porous	73	[('porous', 'JJ')]	True
stability	physical	686	[('physical', 'JJ')]	True
telephone	traditional	682	[('traditional', 'JJ')]	True
hela	epithelial	10	[('epithelial', 'JJ')]	True
turbulence	difficult	49	[('difficult', 'JJ')]	True
ducks unlimited	private	142	[('private', 'JJ')]	True
milan	italian	28	[('italian', 'JJ')]	True
manganese	critical	172	[('critical', 'JJ')]	True
ownership	organizational	46	[('organizational', 'JJ')]	True
cellulose acetate	natural	709	[('natural', 'JJ')]	True
best buy	electronic	281	[('electronic', 'JJ')]	True
graphite	traditional	682	[('traditional', 'JJ')]	True
entrepreneurship	soft	247	[('soft', 'JJ')]	True
compass	geographic	34	[('geographic', 'JJ')]	True
mortality	clinical	183	[('clinical', 'JJ')]	True
climate change	global	202	[('global', 'JJ')]	True
planning	basic	667	[('basic', 'JJ')]	True
liverpool	british	32	[('british', 'JJ')]	True
